Model,Base Model,Family,Calibration,Evaluation Window,Rows,Positive Rows,Positive Rate,Score Type,Average Precision,ROC AUC,Brier Score,Log Loss,ECE Quantile 10,Fit Seconds,Predict Seconds,Calibration Seconds,Workflow Seconds,CV/Validation Average Precision,Best Params,Timing Notes,Objective,Target Column,Return Column,Portfolio Return Column,Horizon Months,Portfolio Diagnostic Caveat,Training Label Resolution Cutoff
ObjectiveSpecific[top_k_next_3m][TabPFN direct] Calibration Base,TabPFN,objective_specific_calibration_base,none_calibration_base,calibration,525,105,0.2,probability,0.23828670423654022,0.5923356009070294,0.15826392708943796,0.502536291882678,0.03214785988132159,8.263010971999392,52.329363765999915,0.0,60.59237473799931,,,objective-specific direct TabPFN context excludes calibration-window labels,top_k_next_3m,target_top_k_next_3m,forward_3m_return,forward_3m_return,3,3-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_3m][TabPFN direct] Calibration Base,TabPFN,objective_specific_calibration_base,none_calibration_base,holdout,1825,365,0.2,probability,0.3262462390497865,0.6784255957965847,0.15219426399500377,0.4797003756173684,0.05031401921497428,8.263010971999392,52.329363765999915,0.0,60.59237473799931,,,objective-specific direct TabPFN context excludes calibration-window labels,top_k_next_3m,target_top_k_next_3m,forward_3m_return,forward_3m_return,3,3-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_3m][TabPFN direct],TabPFN,objective_specific,none,holdout,1825,365,0.2,probability,0.3241304379936377,0.6624573090636143,0.152319512927161,0.47715030396658653,0.03521057676625986,8.975465821999933,70.27739620600005,0.0,79.25286202799998,,,objective-specific direct TabPFN rerun with training labels restricted to those resolved before holdout; separate from main one-month target,top_k_next_3m,target_top_k_next_3m,forward_3m_return,forward_3m_return,3,3-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_3m][XGBoost light] Calibration Base,XGBoost,objective_specific_calibration_base,none_calibration_base,holdout,1825,365,0.2,probability,0.2754366079635713,0.605194220303997,0.19170067540423663,0.5676060715929944,0.16244296499515232,1.2152465989993289,0.01695789050017993,0.0,1.2322044894995088,0.2818565116654777,,objective-specific base model excludes calibration-window labels,top_k_next_3m,target_top_k_next_3m,forward_3m_return,forward_3m_return,3,3-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_3m][XGBoost light] Calibrated,XGBoost,objective_specific_calibrated,sigmoid,holdout,1825,365,0.2,probability,0.2754366079635713,0.605194220303997,0.15721439792094202,0.4916162218008098,0.03036921278373713,1.2152465989993289,0.004449476500212768,0.009253911999621778,1.2289499874991634,0.2818565116654777,,sigmoid calibration fitted on objective-specific calibration window,top_k_next_3m,target_top_k_next_3m,forward_3m_return,forward_3m_return,3,3-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_3m][XGBoost light],XGBoost,objective_specific,none,holdout,1825,365,0.2,probability,0.2744864985844505,0.602349408894727,0.19497340393203097,0.5745066114038618,0.17272466593715427,1.3008714759998838,0.028932661999533593,0.0,1.3298041379994174,0.2818565116654777,,objective-specific fixed GPU XGBoost; training labels restricted to those resolved before holdout; chronological fixed-model CV AP saved; no target-specific hyperparameter search,top_k_next_3m,target_top_k_next_3m,forward_3m_return,forward_3m_return,3,3-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][XGBoost light] Calibration Base,XGBoost,objective_specific_calibration_base,none_calibration_base,calibration,450,90,0.2,probability,0.2766038122521456,0.6278086419753086,0.20201590384251233,0.5827846091659514,0.18881463198198212,1.1952358889993775,0.016089478499907273,0.0,1.2113253674992848,0.2663917256632708,,objective-specific base model excludes calibration-window labels,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][XGBoost light] Calibrated,XGBoost,objective_specific_calibrated,sigmoid,calibration,450,90,0.2,probability,0.2766038122521456,0.6278086419753086,0.15523483356626175,0.483870935569037,0.03713346170153016,1.1952358889993775,0.004483742500269727,0.007157516000006581,1.2068771474996538,0.2663917256632708,,sigmoid calibration fitted on objective-specific calibration window,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][TabPFN direct] Calibration Base,TabPFN,objective_specific_calibration_base,none_calibration_base,calibration,450,90,0.2,probability,0.2485895599145152,0.5750462962962963,0.158678674950663,0.4975182700655614,0.05152110809874203,8.53103487899989,51.282446509500005,0.0,59.813481388499895,,,objective-specific direct TabPFN context excludes calibration-window labels,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][TabPFN direct],TabPFN,objective_specific,none,holdout,1750,350,0.2,probability,0.33601101338681005,0.6736602040816327,0.15204749301295442,0.47478407999338357,0.048517229069556515,9.315289115999803,68.2417810400002,0.0,77.55707015600001,,,objective-specific direct TabPFN rerun with training labels restricted to those resolved before holdout; separate from main one-month target,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][TabPFN direct] Calibration Base,TabPFN,objective_specific_calibration_base,none_calibration_base,holdout,1750,350,0.2,probability,0.3293633061802537,0.6689295918367346,0.15328134322763126,0.47893407909817,0.05386527364594595,8.53103487899989,51.282446509500005,0.0,59.813481388499895,,,objective-specific direct TabPFN context excludes calibration-window labels,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][XGBoost light],XGBoost,objective_specific,none,holdout,1750,350,0.2,probability,0.3067435656826162,0.6260163265306123,0.191236730424918,0.5636828317298542,0.16981322477651495,1.3007480700007363,0.03041197699985787,0.0,1.3311600470005942,0.2663917256632708,,objective-specific fixed GPU XGBoost; training labels restricted to those resolved before holdout; chronological fixed-model CV AP saved; no target-specific hyperparameter search,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][XGBoost light] Calibration Base,XGBoost,objective_specific_calibration_base,none_calibration_base,holdout,1750,350,0.2,probability,0.2805432279722879,0.6089428571428571,0.18544599153690802,0.552955173959527,0.1533202946526664,1.1952358889993775,0.016089478499907273,0.0,1.2113253674992848,0.2663917256632708,,objective-specific base model excludes calibration-window labels,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
ObjectiveSpecific[top_k_next_6m][XGBoost light] Calibrated,XGBoost,objective_specific_calibrated,sigmoid,holdout,1750,350,0.2,probability,0.2805432279722879,0.6089428571428571,0.15627263747213493,0.48872303668594663,0.02914879537411984,1.1952358889993775,0.004483742500269727,0.007157516000006581,1.2068771474996538,0.2663917256632708,,sigmoid calibration fitted on objective-specific calibration window,top_k_next_6m,target_top_k_next_6m,forward_6m_return,forward_6m_return,6,6-month overlapping forward-return diagnostic; not a monthly executable backtest,2020-01-01
