Model,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
FeatureSensitivity[ticker_ablated][XGBoost light],top_k_hit_rate,0.288,0.28800000000000003,0.25326666666666664,0.3307333333333332,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct],average_precision,0.29377308814581804,0.2965925593361449,0.25662589172605443,0.33961643477718856,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct],mean_spearman_ic,0.03464274870234806,0.03389529180350748,-0.031147300137169095,0.0928330386692274,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct],top_k_hit_rate,0.28800000000000003,0.288,0.24266666666666667,0.3307999999999999,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light],average_precision,0.2575575906156352,0.2610640478475568,0.23217143790130024,0.29114124783427486,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light],mean_spearman_ic,0.023907692307692314,0.027707692307692305,-0.038698205128205106,0.08900358974358968,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light],top_k_hit_rate,0.2693333333333333,0.2693333333333333,0.23199999999999998,0.30666666666666664,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct],average_precision,0.29877105503637624,0.3016897557778239,0.26412182011031976,0.34541076203313503,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct],mean_spearman_ic,0.04052833481013142,0.040376698442159915,-0.01984338994625431,0.10226343209206405,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct],top_k_hit_rate,0.2986666666666667,0.29866666666666664,0.256,0.3439999999999999,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light],average_precision,0.28150603667590357,0.2815368771283224,0.2502901602755673,0.32073151698513547,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light],mean_spearman_ic,0.03368205128205128,0.034969230769230766,-0.020924615384615385,0.08887717948717946,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light],top_k_hit_rate,0.264,0.26399999999999996,0.224,0.3013333333333333,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct],average_precision,0.29048248534606536,0.2913525954276982,0.26016441116077654,0.33235004880916313,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct],mean_spearman_ic,0.0381252812079113,0.038879272374003467,-0.015298968033212288,0.0856459591402396,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct],top_k_hit_rate,0.2693333333333333,0.26933333333333326,0.22933333333333328,0.31199999999999994,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light],average_precision,0.2575575906156352,0.2589121280099371,0.23368665240515077,0.2964440584752644,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light],mean_spearman_ic,0.023907692307692314,0.02055384615384615,-0.03685358974358973,0.08393974358974356,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light],top_k_hit_rate,0.2693333333333333,0.2666666666666666,0.22933333333333333,0.31473333333333325,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct],average_precision,0.29877105503637624,0.29867195473865216,0.26408427027476583,0.34167655811562603,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct],mean_spearman_ic,0.04052833481013142,0.03612065771140677,-0.021720547070173745,0.09892308590020342,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct],top_k_hit_rate,0.2986666666666667,0.296,0.2559333333333333,0.33866666666666667,400,400,0.95
XGBoost[GPU allocation scorer],average_precision,0.2680850571982366,0.2699548199985868,0.24122520450829787,0.3058825200815589,400,400,0.95
XGBoost[GPU allocation scorer],mean_spearman_ic,0.03338461538461538,0.03344615384615384,-0.02299692307692306,0.09429,400,400,0.95
XGBoost[GPU allocation scorer],top_k_hit_rate,0.2693333333333333,0.2693333333333333,0.22666666666666666,0.31466666666666665,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,average_precision,0.278546699621367,0.2810513923768959,0.2509495375159911,0.3136742158903857,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,mean_spearman_ic,0.008523076923076923,0.012010256410256406,-0.0451805128205128,0.06514230769230768,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,top_k_hit_rate,0.2693333333333333,0.26933333333333326,0.2266666666666667,0.30946666666666656,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,average_precision,0.278546699621367,0.2787041005481883,0.24560946715056728,0.3171709758896049,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,mean_spearman_ic,0.008523076923076923,0.006687179487179487,-0.050253076923076914,0.05847435897435898,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,top_k_hit_rate,0.2693333333333333,0.2693333333333333,0.2292666666666667,0.3173333333333333,400,400,0.95
TabPFN[Direct allocation scorer],average_precision,0.29877105503637624,0.3003874100425403,0.2657743943897622,0.342348016824127,400,400,0.95
TabPFN[Direct allocation scorer],mean_spearman_ic,0.04052833481013142,0.04069094469739888,-0.025552434202187464,0.09063646614039549,400,400,0.95
TabPFN[Direct allocation scorer],top_k_hit_rate,0.2986666666666667,0.29600000000000004,0.25066666666666665,0.3413333333333334,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,average_precision,0.30154271028927937,0.30491682777042206,0.2676048807218064,0.3488309400219094,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,mean_spearman_ic,0.036316477067840185,0.0364801632858897,-0.020076175723037482,0.08762709972527828,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,top_k_hit_rate,0.31200000000000006,0.312,0.2613333333333334,0.3627333333333333,400,400,0.95
