Model,Base Model,Family,Calibration,Evaluation Window,Rows,Positive Rows,Positive Rate,Score Type,Average Precision,ROC AUC,Brier Score,Log Loss,ECE Quantile 10,Fit Seconds,Predict Seconds,Calibration Seconds,Workflow Seconds,CV/Validation Average Precision,Best Params,Timing Notes
TabICL[Direct allocation scorer] Calibration Base,TabICL,direct_tfm_calibration_base,none_calibration_base,holdout,675,225,0.3333333333333333,probability,0.4039379964616765,0.5630370370370371,0.22051666774445347,0.6346122995263427,0.05484231951060119,2.202539219999835,5.967763589500009,0.0,8.170302809499844,,,direct TFM context excludes calibration-window labels
Rule[12M momentum top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.39473640672693694,0.5603753086419754,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
XGBoost[GPU allocation scorer] Calibration Base,XGBoost,gpu_boosted_tree_calibration_base,none_calibration_base,holdout,675,225,0.3333333333333333,probability,0.3876716349917149,0.5880691358024692,0.21816975020965393,0.6272908412964211,0.03759012524728424,2339.397974492,0.010580355000001873,0.0,2339.408554847,0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}",base model excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibrated,XGBoost,gpu_boosted_tree_calibrated,sigmoid,holdout,675,225,0.3333333333333333,probability,0.3876716349917149,0.5880691358024692,0.2179713201016744,0.6268444818838648,0.036610218288532,2339.397974492,0.0034224434998577635,0.021611961999951745,2339.4230088974996,0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}",sigmoid calibration fitted on calibration window
TabPFN[Direct allocation scorer] Calibration Base,TabPFN,direct_tfm_calibration_base,none_calibration_base,holdout,675,225,0.3333333333333333,probability,0.3855843383064848,0.5581481481481481,0.2214341458995805,0.635744456017623,0.08043348130252627,4.102029984000183,9.215534443000024,0.0,13.317564427000207,,,direct TFM context excludes calibration-window labels
XGBoost[GPU allocation scorer],XGBoost,gpu_boosted_tree,none,holdout,675,225,0.3333333333333333,probability,0.38317950334203194,0.5812345679012345,0.2187522585816947,0.6284993615847494,0.05195371749224485,2339.498106159,0.0209896999999728,0.0,2339.519095859,0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}",randomized search on monthly rolling-origin folds; final model fit on all pre-holdout rows
Rule[6M momentum top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.38182987218472497,0.5457283950617283,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Risk-adjusted momentum top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.3809605806516917,0.5373925925925925,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Dummy[Preholdout prior probability],Dummy,baseline,none,holdout,675,225,0.3333333333333333,probability,0.3333333333333333,0.5,0.22223337791146758,0.6365391856990571,,0.0,0.0,0.0,0.0,,,constant prior from pre-holdout label frequency
Rule[Low volatility top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.2958323830454167,0.43867654320987653,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
