Model,Evaluation Window,bin,rows,high_vol_rows,score_min,score_max,mean_score,observed_high_vol_rate,abs_calibration_error
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,8,50,15,0.014953854493796825,0.09110110998153687,0.03273467229679227,0.3,0.2672653277032077
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,9,50,26,0.09870097041130066,0.3661300837993622,0.2259385472536087,0.52,0.2940614527463913
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,10,50,39,0.3700484037399292,0.8862782716751099,0.6747091442346573,0.78,0.1052908557653427
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,1,35,7,0.20169023939434275,0.20211812208933766,0.20199179307025997,0.2,0.0019917930702599562
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,2,35,4,0.20212026304596561,0.20242861472839996,0.2022806130431342,0.11428571428571428,0.0879948987574199
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,3,35,8,0.202437888450463,0.20283339422719587,0.2026723289548651,0.22857142857142856,0.025899099616563476
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,4,35,9,0.20283570169934134,0.20303194947020417,0.20292438056129486,0.2571428571428571,0.05421847658156226
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,5,35,8,0.20306105401273522,0.20352012288592983,0.20327764308764698,0.22857142857142856,0.025293785483781583
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,6,35,2,0.20354911262423084,0.20410702915108794,0.2037919906334525,0.05714285714285714,0.14664913349059536
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,7,35,3,0.2041099822344941,0.20538381739982386,0.2047428612499553,0.08571428571428572,0.11902857553566959
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,8,35,6,0.20547904739305928,0.2101972367305705,0.20748571183893105,0.17142857142857143,0.03605714041035962
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,9,35,11,0.21030188913534956,0.22618100384713952,0.21576074743520848,0.3142857142857143,0.0985249668505058
XGBoost[Raw + TabPFN embeddings] Calibrated,calibration,10,35,20,0.22727711706666387,0.6601508498961178,0.3841491149763197,0.5714285714285714,0.1872794564522517
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,1,50,3,0.20191566863348268,0.20237864587041965,0.20220885420691595,0.06,0.14220885420691595
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,2,50,4,0.2023852592337874,0.20261774307058467,0.2025107909964062,0.08,0.1225107909964062
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,3,50,6,0.20262076850704583,0.20286889422408766,0.20273698356586503,0.12,0.08273698356586504
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,4,50,6,0.20287824868100113,0.20315194807369708,0.20298709693250622,0.12,0.08298709693250622
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,5,50,5,0.20315285695903434,0.20352641445634084,0.20331303508079468,0.1,0.10331303508079467
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,6,50,4,0.20354231255497898,0.20405446107561948,0.2037719396194867,0.08,0.1237719396194867
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,7,50,11,0.20407397838193583,0.20591813477705465,0.20488870893113162,0.22,0.015111291068868382
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,8,50,15,0.2059542736483308,0.2374906453373772,0.21314890015395577,0.3,0.08685109984604422
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,9,50,26,0.24081394922917843,0.376243114775954,0.3025804002653682,0.52,0.21741959973463182
XGBoost[Raw + TabPFN embeddings] Calibrated,holdout,10,50,39,0.3784556217021217,0.6779828450951415,0.5573137170394559,0.78,0.22268628296054416
XGBoost[Raw + TabICL embeddings],holdout,1,50,5,0.003026805818080902,0.007394980173557997,0.005780039676465094,0.1,0.09421996032353491
XGBoost[Raw + TabICL embeddings],holdout,2,50,7,0.007460579741746187,0.00999966450035572,0.008639185009524226,0.14,0.13136081499047578
XGBoost[Raw + TabICL embeddings],holdout,3,50,7,0.010023161768913269,0.013079115189611912,0.011447186246514321,0.14,0.1285528137534857
XGBoost[Raw + TabICL embeddings],holdout,4,50,5,0.013093501329421997,0.016636120155453682,0.01455873105674982,0.1,0.08544126894325019
XGBoost[Raw + TabICL embeddings],holdout,5,50,7,0.016750114038586617,0.02116801030933857,0.018617735765874385,0.14,0.12138226423412563
XGBoost[Raw + TabICL embeddings],holdout,6,50,11,0.021563047543168068,0.028517546132206917,0.024804235734045506,0.22,0.1951957642659545
