Model,Evaluation Window,bin,rows,high_vol_rows,score_min,score_max,mean_score,observed_high_vol_rate,abs_calibration_error
XGBoost[Raw] Calibrated,holdout,2,157,19,0.1782530516446339,0.1782530516446339,0.17825305164463387,0.12101910828025478,0.05723394336437909
XGBoost[Raw] Calibrated,holdout,3,157,21,0.1782530516446339,0.1782530516446339,0.17825305164463387,0.1337579617834395,0.04449508986119438
XGBoost[Raw] Calibrated,holdout,4,157,20,0.1782530516446339,0.17832722436033813,0.17828186101856244,0.12738853503184713,0.05089332598671531
XGBoost[Raw] Calibrated,holdout,5,157,20,0.17833364390322434,0.17894679528931726,0.17846914556415797,0.12738853503184713,0.05108061053231083
XGBoost[Raw] Calibrated,holdout,6,157,7,0.17895401215665319,0.18034232291809948,0.1795402094957842,0.044585987261146494,0.1349542222346377
XGBoost[Raw] Calibrated,holdout,7,157,40,0.18042630914595276,0.18343676078475993,0.18193508780549947,0.25477707006369427,0.0728419822581948
XGBoost[Raw] Calibrated,holdout,8,157,18,0.18348952396194582,0.22935679693022196,0.2092167368335261,0.11464968152866242,0.09456705530486367
XGBoost[Raw] Calibrated,holdout,9,157,96,0.22950371383549348,0.5758585151371151,0.36997991327568036,0.6114649681528662,0.24148505487718586
XGBoost[Raw] Calibrated,holdout,10,157,125,0.5770359296997356,0.950411407567272,0.7955240721163386,0.7961783439490446,0.0006542718327060548
XGBoost[Raw + TabPFN embeddings],holdout,1,158,26,0.00032286529312841594,0.002111780922859907,0.0012512303204673544,0.16455696202531644,0.16330573170484908
XGBoost[Raw + TabPFN embeddings],holdout,2,157,36,0.0021498838905245066,0.005287479609251022,0.0035197554218470103,0.22929936305732485,0.22577960763547783
XGBoost[Raw + TabPFN embeddings],holdout,3,157,28,0.005288046319037676,0.010092868469655514,0.007386860743188744,0.17834394904458598,0.17095708830139722
XGBoost[Raw + TabPFN embeddings],holdout,4,157,18,0.010096232406795025,0.01892399787902832,0.014083726586667216,0.11464968152866242,0.1005659549419952
