trial,params,mean_test_score,std_test_score,fold_scores,mean_best_iteration,max_best_iteration,fold_best_iterations,early_stopping_rounds,errors
1,"{""colsample_bylevel"": 0.6872700594236812, ""colsample_bytree"": 0.9728928685254539, ""gamma"": 0.40955834936192403, ""learning_rate"": 0.037069753392781075, ""max_bin"": 742, ""max_delta_step"": 1, ""max_depth"": 4, ""min_child_weight"": 0.10454460591631218, ""n_estimators"": 1882, ""reg_alpha"": 11.567327199145982, ""reg_lambda"": 6.153465757494016, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.5592630224331111}",0.26519892900675807,0.042388197450716446,"[0.24253904774136803, 0.231942838745746, 0.24491235758681593, 0.27236176524770067, 0.35591053525230104, 0.24352702946661658]",76.5,236.0,"[2, 24, 4, 32, 161, 236]",75,
2,"{""colsample_bylevel"": 0.9849549260809971, ""colsample_bytree"": 0.907843452440232, ""gamma"": 0.00021774846673949344, ""learning_rate"": 0.0064380360133489065, ""max_bin"": 404, ""max_delta_step"": 0, ""max_depth"": 5, ""min_child_weight"": 4.558060845880422, ""n_estimators"": 2700, ""reg_alpha"": 0.01055881377906483, ""reg_lambda"": 0.5147650321325028, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.729937437271865}",0.278170875060961,0.029779382981815112,"[0.30815696073989307, 0.2533026672514676, 0.2648514073299293, 0.28694473659847897, 0.3200079169065035, 0.2357615615394937]",78.66666666666667,226.0,"[7, 7, 15, 58, 159, 226]",75,
3,"{""colsample_bylevel"": 0.5233328316068078, ""colsample_bytree"": 0.9855655353628026, ""gamma"": 0.0002928863947598484, ""learning_rate"": 0.004389136856236538, ""max_bin"": 690, ""max_delta_step"": 5, ""max_depth"": 8, ""min_child_weight"": 70.69028508408155, ""n_estimators"": 1928, ""reg_alpha"": 2.114233203549714e-05, ""reg_lambda"": 6.478539664840222, ""scale_pos_weight"": 1.0, ""subsample"": 0.7527246633862944}",0.2571652446841579,0.0355842327345972,"[0.23407575678827505, 0.22514341300004914, 0.21652777777777776, 0.2950039522075214, 0.31140806217998795, 0.26083250615133613]",68.5,300.0,"[300, 39, 1, 23, 20, 28]",75,
4,"{""colsample_bylevel"": 0.5066324805799333, ""colsample_bytree"": 0.9682109656266691, ""gamma"": 0.03542386603907951, ""learning_rate"": 0.015138602392314762, ""max_bin"": 473, ""max_delta_step"": 10, ""max_depth"": 3, ""min_child_weight"": 7.786364268056034, ""n_estimators"": 1790, ""reg_alpha"": 0.6065193093671484, ""reg_lambda"": 6.606970206752631, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.6280140940784975}",0.26328856112999244,0.036740318818782355,"[0.24781721378509952, 0.23327204103579174, 0.23139649958416006, 0.30028379713474507, 0.3268256841448278, 0.24013613109533025]",46.5,112.0,"[91, 8, 16, 13, 39, 112]",75,
5,"{""colsample_bylevel"": 0.6955303037866204, ""colsample_bytree"": 0.5502298482834342, ""gamma"": 0.5748504874729697, ""learning_rate"": 0.01788820529615122, ""max_bin"": 693, ""max_delta_step"": 1, ""max_depth"": 5, ""min_child_weight"": 0.19555361970422389, ""n_estimators"": 1102, ""reg_alpha"": 7.8703386917029325, ""reg_lambda"": 1.8315537187516697, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.952672307692442}",0.2589709816162508,0.03630861960394692,"[0.2345912908120339, 0.2541630670949355, 0.21372889340011825, 0.30072783345066284, 0.3138312344808562, 0.23678357045889822]",15.0,43.0,"[4, 20, 43, 6, 5, 12]",75,
6,"{""colsample_bylevel"": 0.7989499894055425, ""colsample_bytree"": 0.9570308292627143, ""gamma"": 3.610720816945312e-05, ""learning_rate"": 0.006832444467900929, ""max_bin"": 829, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 12.401473873452447, ""n_estimators"": 1278, ""reg_alpha"": 6.326486185661585, ""reg_lambda"": 0.8698504235548351, ""scale_pos_weight"": 1.0, ""subsample"": 0.6134159012386432}",0.25927548682129165,0.029911702702909132,"[0.250626801798168, 0.27129157223141437, 0.21612004260757695, 0.2714595522320771, 0.31020724887329565, 0.23594770318521796]",44.833333333333336,110.0,"[60, 57, 6, 11, 110, 25]",75,
7,"{""colsample_bylevel"": 0.9010984903770198, ""colsample_bytree"": 0.49100285402387395, ""gamma"": 16.53499964207631, ""learning_rate"": 0.0768467030262712, ""max_bin"": 775, ""max_delta_step"": 3, ""max_depth"": 4, ""min_child_weight"": 9.200803266908613, ""n_estimators"": 2098, ""reg_alpha"": 3.398042322726315, ""reg_lambda"": 6.396852137349524, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.7113095778449228}",0.2549617826574816,0.02826418732855658,"[0.24229142307084156, 0.25428614238028735, 0.2324826338814201, 0.2513802816901408, 0.31551611671861013, 0.23381409820358973]",34.166666666666664,69.0,"[40, 69, 24, 1, 69, 2]",75,
8,"{""colsample_bylevel"": 0.5579345297625649, ""colsample_bytree"": 0.9247068842315764, ""gamma"": 0.08460970744279951, ""learning_rate"": 0.012040625663075235, ""max_bin"": 175, ""max_delta_step"": 10, ""max_depth"": 4, ""min_child_weight"": 3.9224648604296766, ""n_estimators"": 1970, ""reg_alpha"": 0.020207122587167347, ""reg_lambda"": 0.1302607873287156, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9320112209197378}",0.2707031236787671,0.03738213059499198,"[0.29515038417944844, 0.25119212556517545, 0.24284715113233693, 0.27895191719325113, 0.33484781908020045, 0.2212293449221901]",28.666666666666668,94.0,"[5, 1, 94, 15, 56, 1]",75,
9,"{""colsample_bylevel"": 0.8608647605824367, ""colsample_bytree"": 0.5797917058619257, ""gamma"": 0.00041067113892932875, ""learning_rate"": 0.003555235977051182, ""max_bin"": 334, ""max_delta_step"": 1, ""max_depth"": 3, ""min_child_weight"": 1.2783708793589188, ""n_estimators"": 1263, ""reg_alpha"": 0.2850183875843368, ""reg_lambda"": 0.619475118867796, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6126991544826441}",0.2650068910760362,0.030376200310006422,"[0.243329385351134, 0.2648547529411592, 0.23434192847433266, 0.2836961362001899, 0.3219427756442656, 0.2418763678451356]",97.5,181.0,"[181, 144, 13, 6, 65, 176]",75,
10,"{""colsample_bylevel"": 0.8022086896389087, ""colsample_bytree"": 0.7469126002159203, ""gamma"": 0.0001903245747086209, ""learning_rate"": 0.15732586327999207, ""max_bin"": 966, ""max_delta_step"": 3, ""max_depth"": 4, ""min_child_weight"": 0.16426398423215885, ""n_estimators"": 1997, ""reg_alpha"": 0.2715352993984658, ""reg_lambda"": 53.59745213811555, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9474761165134908}",0.25433632468662687,0.025064564179695246,"[0.2392763609971355, 0.21746401661130096, 0.24612293757490628, 0.27907371784059243, 0.2929779080533691, 0.25110300704245697]",31.0,139.0,"[24, 1, 5, 139, 7, 10]",75,
11,"{""colsample_bylevel"": 0.662172510502637, ""colsample_bytree"": 0.5171483750853704, ""gamma"": 0.0017580991546710062, ""learning_rate"": 0.13523639205509957, ""max_bin"": 512, ""max_delta_step"": 0, ""max_depth"": 4, ""min_child_weight"": 1.168085424045463, ""n_estimators"": 1372, ""reg_alpha"": 10.595320121534543, ""reg_lambda"": 0.05286197745891297, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7378349514169507}",0.2629585917219596,0.030035052639531323,"[0.23762889148186275, 0.24913695520137097, 0.23752401396973585, 0.28704279656837994, 0.31879620013377274, 0.24762269297663542]",33.666666666666664,107.0,"[12, 1, 10, 6, 66, 107]",75,
12,"{""colsample_bylevel"": 0.6110539052353652, ""colsample_bytree"": 0.5159259520335255, ""gamma"": 0.0013406744164904717, ""learning_rate"": 0.1573629562070429, ""max_bin"": 501, ""max_delta_step"": 0, ""max_depth"": 5, ""min_child_weight"": 0.7312786254375145, ""n_estimators"": 1920, ""reg_alpha"": 0.0005989738984998027, ""reg_lambda"": 0.3609009370851272, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7737618276515735}",0.2685371891950338,0.02870167893296684,"[0.24609250311083805, 0.2666421538502859, 0.24736280931931065, 0.2947857749008245, 0.3176189044504667, 0.2387209895384767]",32.333333333333336,65.0,"[4, 12, 65, 63, 39, 11]",75,
13,"{""colsample_bylevel"": 0.6504391549083848, ""colsample_bytree"": 0.6066622719076072, ""gamma"": 1.7077557714466063e-05, ""learning_rate"": 0.03880708051102493, ""max_bin"": 769, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 0.06380702822235979, ""n_estimators"": 2159, ""reg_alpha"": 22.796134031070487, ""reg_lambda"": 0.34037350450283677, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.7889205624927114}",0.2583918389046564,0.03516498092833045,"[0.24839843809913686, 0.24516173917055673, 0.21794139580282698, 0.2785735127244751, 0.3257188065803653, 0.23455714105057737]",15.166666666666666,42.0,"[18, 4, 42, 2, 9, 16]",75,
14,"{""colsample_bylevel"": 0.7238915822865458, ""colsample_bytree"": 0.7540911989892304, ""gamma"": 0.05427500042108002, ""learning_rate"": 0.00421298917611846, ""max_bin"": 311, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 10.77116202038528, ""n_estimators"": 2727, ""reg_alpha"": 0.01959315802074713, ""reg_lambda"": 131.3564823943213, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.7910986078336414}",0.25422839334325936,0.0340547531646005,"[0.22852345253925127, 0.24608219909733867, 0.22024993302291604, 0.27547030703244063, 0.3195953378906403, 0.23544913047696914]",22.833333333333332,88.0,"[5, 19, 5, 8, 88, 12]",75,
15,"{""colsample_bylevel"": 0.5451448850272042, ""colsample_bytree"": 0.9094163725740809, ""gamma"": 0.0010501342215299414, ""learning_rate"": 0.006566198327932477, ""max_bin"": 476, ""max_delta_step"": 3, ""max_depth"": 5, ""min_child_weight"": 0.5538363367082081, ""n_estimators"": 2355, ""reg_alpha"": 1.3065162102672634e-05, ""reg_lambda"": 3.0170302300548144, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7068996942812783}",0.25574067193762007,0.016569694952274925,"[0.2571023668222305, 0.25128144605366104, 0.2417716444052381, 0.28689056863800594, 0.2621334703677534, 0.23526453533883135]",34.5,107.0,"[7, 82, 1, 107, 1, 9]",75,
16,"{""colsample_bylevel"": 0.5480882755457104, ""colsample_bytree"": 0.9672877954692822, ""gamma"": 0.0031997292421062605, ""learning_rate"": 0.02639079472154304, ""max_bin"": 999, ""max_delta_step"": 0, ""max_depth"": 4, ""min_child_weight"": 0.6191380787064853, ""n_estimators"": 2920, ""reg_alpha"": 0.00029073769646075924, ""reg_lambda"": 3.8163681475937947, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6660737324718201}",0.2721246664406028,0.03685645208876268,"[0.3413753298292619, 0.2515678547251803, 0.2600203122340377, 0.26525698772518647, 0.291151644422536, 0.2233758697074145]",49.333333333333336,226.0,"[7, 20, 2, 38, 3, 226]",75,
17,"{""colsample_bylevel"": 0.8299920230170895, ""colsample_bytree"": 0.8994722101106687, ""gamma"": 0.03150191588283652, ""learning_rate"": 0.02774313749388937, ""max_bin"": 129, ""max_delta_step"": 0, ""max_depth"": 9, ""min_child_weight"": 61.98540447218702, ""n_estimators"": 852, ""reg_alpha"": 20.087523606336816, ""reg_lambda"": 7.949513254881612, ""scale_pos_weight"": 1.0, ""subsample"": 0.6754921086664819}",0.2595271835476734,0.02941708399591609,"[0.21950750750750753, 0.23017167090827362, 0.24729137881761354, 0.2949776363775606, 0.29394370356379373, 0.2712712041112915]",104.66666666666667,185.0,"[64, 138, 40, 185, 102, 99]",75,
18,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}",0.2615698880584297,0.033011332066867335,"[0.2731944606370965, 0.24314968752571597, 0.22737786529413, 0.2658319821937292, 0.32577157271437246, 0.23409375998553403]",48.333333333333336,100.0,"[50, 46, 100, 9, 15, 70]",75,
19,"{""colsample_bylevel"": 0.9700667212288892, ""colsample_bytree"": 0.9855151102154245, ""gamma"": 0.0006151691928206576, ""learning_rate"": 0.010816258767857679, ""max_bin"": 833, ""max_delta_step"": 3, ""max_depth"": 9, ""min_child_weight"": 76.79466181162144, ""n_estimators"": 560, ""reg_alpha"": 1.338220089629709e-05, ""reg_lambda"": 2.6079444645158505, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8744229659134582}",0.2575817881655949,0.034153383185193134,"[0.25180913346930967, 0.24115840358250978, 0.2198929434636402, 0.2716963795197443, 0.3253475530517359, 0.2355863159066297]",64.0,298.0,"[55, 1, 1, 12, 17, 298]",75,
20,"{""colsample_bylevel"": 0.6540303959261946, ""colsample_bytree"": 0.7483971268051947, ""gamma"": 0.0160713648454394, ""learning_rate"": 0.04342440527076987, ""max_bin"": 149, ""max_delta_step"": 10, ""max_depth"": 4, ""min_child_weight"": 36.07399138588821, ""n_estimators"": 2474, ""reg_alpha"": 3.6616693499679793, ""reg_lambda"": 2.797049319268993, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7716329622184888}",0.26522698214770685,0.03258456130512553,"[0.23063431195901785, 0.27879239181038334, 0.23423593594627648, 0.27525408940453566, 0.32525609569804004, 0.24718906806798807]",22.0,56.0,"[1, 5, 22, 40, 8, 56]",75,
21,"{""colsample_bylevel"": 0.5976214938990223, ""colsample_bytree"": 0.847348663393828, ""gamma"": 0.0005876991704424593, ""learning_rate"": 0.003322548724017647, ""max_bin"": 176, ""max_delta_step"": 0, ""max_depth"": 5, ""min_child_weight"": 51.5599096104551, ""n_estimators"": 2924, ""reg_alpha"": 0.0009055707630309606, ""reg_lambda"": 59.018184750758984, ""scale_pos_weight"": 1.0, ""subsample"": 0.978882331160779}",0.24907553270042873,0.030971629989691773,"[0.24987402394586156, 0.21084531065793766, 0.2193927616770679, 0.2702646946130357, 0.3029303361078134, 0.24114606920085618]",14.0,69.0,"[1, 1, 2, 9, 69, 2]",75,
22,"{""colsample_bylevel"": 0.6653751523352569, ""colsample_bytree"": 0.7540207317595196, ""gamma"": 0.04036751492680974, ""learning_rate"": 0.18414358725647734, ""max_bin"": 243, ""max_delta_step"": 10, ""max_depth"": 6, ""min_child_weight"": 0.2044898960464832, ""n_estimators"": 1584, ""reg_alpha"": 0.0016536897559229567, ""reg_lambda"": 0.19423023532990866, ""scale_pos_weight"": 1.0, ""subsample"": 0.7276111600642625}",0.2644554942577828,0.03114217570840145,"[0.26851113713316105, 0.25507808362912204, 0.25751782098208165, 0.2377695114563095, 0.32973203008902674, 0.23812438225699578]",12.333333333333334,24.0,"[7, 24, 7, 7, 12, 17]",75,
23,"{""colsample_bylevel"": 0.9221065703631557, ""colsample_bytree"": 0.9615092591459575, ""gamma"": 2.7777563729579908e-05, ""learning_rate"": 0.007213896879638013, ""max_bin"": 981, ""max_delta_step"": 1, ""max_depth"": 8, ""min_child_weight"": 2.289604136741225, ""n_estimators"": 1809, ""reg_alpha"": 0.001810736890590614, ""reg_lambda"": 44.65784751862212, ""scale_pos_weight"": 1.0, ""subsample"": 0.8661178377941992}",0.24147259271457644,0.022210677682232095,"[0.22886512511590001, 0.2291914648351105, 0.2069925548234132, 0.26292061204853656, 0.27231216415909276, 0.24855363530540572]",57.0,200.0,"[1, 19, 15, 60, 200, 47]",75,
24,"{""colsample_bylevel"": 0.6797455756098776, ""colsample_bytree"": 0.6114755143454713, ""gamma"": 1.2583716283857174, ""learning_rate"": 0.09009364469147135, ""max_bin"": 535, ""max_delta_step"": 10, ""max_depth"": 5, ""min_child_weight"": 2.1745650440543436, ""n_estimators"": 435, ""reg_alpha"": 3.8731672660205505, ""reg_lambda"": 9.098575492354788, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9081067012462456}",0.2701185062277952,0.02975631065440336,"[0.2580359554351402, 0.24634483526671397, 0.2487059277743099, 0.2864642753746005, 0.3295570839698485, 0.25160295954615824]",22.0,92.0,"[2, 23, 2, 6, 7, 92]",75,
25,"{""colsample_bylevel"": 0.9450026709087831, ""colsample_bytree"": 0.6358973362683447, ""gamma"": 0.0023257308326956718, ""learning_rate"": 0.004451800934310225, ""max_bin"": 854, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 0.15694299878920226, ""n_estimators"": 1548, ""reg_alpha"": 7.456491283032305, ""reg_lambda"": 49.05702306686118, ""scale_pos_weight"": 1.0, ""subsample"": 0.5668066849371465}",0.25185238033690255,0.027451789132860865,"[0.2494571840162079, 0.21903460499650884, 0.22934546074573306, 0.2591825153222782, 0.3054110112118096, 0.24868350572887793]",23.166666666666668,58.0,"[6, 19, 36, 2, 18, 58]",75,
26,"{""colsample_bylevel"": 0.9113002803298291, ""colsample_bytree"": 0.6481048527761946, ""gamma"": 6.318472526785899e-05, ""learning_rate"": 0.026893374625145308, ""max_bin"": 180, ""max_delta_step"": 5, ""max_depth"": 5, ""min_child_weight"": 61.90884224823669, ""n_estimators"": 1526, ""reg_alpha"": 3.9576032587090004e-05, ""reg_lambda"": 0.07562643275050987, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.793285804724548}",0.2572507915604034,0.02773530731733309,"[0.26566994198434857, 0.238013822004546, 0.22815684450910187, 0.28352312784433875, 0.29974143380061546, 0.22839957921946968]",36.833333333333336,56.0,"[56, 51, 44, 2, 30, 38]",75,
27,"{""colsample_bylevel"": 0.8187149507491033, ""colsample_bytree"": 0.8493502335474639, ""gamma"": 14.088774694848482, ""learning_rate"": 0.026230463993420702, ""max_bin"": 797, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 0.9480691701153414, ""n_estimators"": 2210, ""reg_alpha"": 0.01182496720464275, ""reg_lambda"": 0.09370706929803334, ""scale_pos_weight"": 1.0, ""subsample"": 0.6329501534491165}",0.25790500879631734,0.031080240558499766,"[0.248, 0.26266654411781726, 0.2292096950749282, 0.2683508796429, 0.3168717281624406, 0.2223312057798179]",25.666666666666668,66.0,"[2, 66, 32, 9, 38, 7]",75,
28,"{""colsample_bylevel"": 0.5404364833085988, ""colsample_bytree"": 0.6855729612170594, ""gamma"": 0.21790065049215906, ""learning_rate"": 0.003830549353438608, ""max_bin"": 761, ""max_delta_step"": 0, ""max_depth"": 8, ""min_child_weight"": 0.31679496819229835, ""n_estimators"": 1541, ""reg_alpha"": 1.005012489597678, ""reg_lambda"": 9.875437283168525, ""scale_pos_weight"": 1.0, ""subsample"": 0.8372217672295077}",0.2644987541258386,0.03651531452026646,"[0.2713943062457613, 0.2686179528591275, 0.20263096319821322, 0.29734705832729447, 0.3113625326919927, 0.23563971143264234]",23.0,101.0,"[2, 11, 101, 4, 9, 11]",75,
29,"{""colsample_bylevel"": 0.7583481287132834, ""colsample_bytree"": 0.8114112306750918, ""gamma"": 0.005561449562041001, ""learning_rate"": 0.06436449192871452, ""max_bin"": 203, ""max_delta_step"": 1, ""max_depth"": 9, ""min_child_weight"": 0.16117298799807434, ""n_estimators"": 1643, ""reg_alpha"": 2.099029267536889e-05, ""reg_lambda"": 0.0692769866023702, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9907797378796789}",0.29048106042352967,0.03194307461394405,"[0.30107609710752115, 0.2451647252891685, 0.2867590134682189, 0.33157612738002906, 0.32269741996162105, 0.25561297933461913]",32.166666666666664,87.0,"[14, 2, 15, 87, 8, 67]",75,
30,"{""colsample_bylevel"": 0.5876651349446693, ""colsample_bytree"": 0.45943860600746267, ""gamma"": 0.6456276582164783, ""learning_rate"": 0.08889081472875261, ""max_bin"": 739, ""max_delta_step"": 0, ""max_depth"": 7, ""min_child_weight"": 1.2276731090681963, ""n_estimators"": 2470, ""reg_alpha"": 2.169763850746892e-05, ""reg_lambda"": 99.83085749193158, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6674021305037713}",0.26532380673794714,0.03842862160940422,"[0.2535798332596659, 0.2332233915181099, 0.22892053980395752, 0.32301973096495296, 0.3139084406584953, 0.2392909042225014]",29.0,62.0,"[62, 56, 3, 6, 5, 42]",75,
31,"{""colsample_bylevel"": 0.5076522701451924, ""colsample_bytree"": 0.9633899694437156, ""gamma"": 0.014357120239556615, ""learning_rate"": 0.02889991048208183, ""max_bin"": 643, ""max_delta_step"": 1, ""max_depth"": 2, ""min_child_weight"": 30.03166676206166, ""n_estimators"": 2607, ""reg_alpha"": 38.16029206481331, ""reg_lambda"": 5.011451131742901, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.80801516875237}",0.2562902267527864,0.03755878080431663,"[0.2336061531631005, 0.222102907783135, 0.217159758477841, 0.29418619568218296, 0.3179406171950955, 0.2527457282153635]",24.0,83.0,"[83, 3, 9, 7, 28, 14]",75,
32,"{""colsample_bylevel"": 0.5642501766169551, ""colsample_bytree"": 0.8961622972048017, ""gamma"": 1.482087868083021, ""learning_rate"": 0.041569814863247005, ""max_bin"": 704, ""max_delta_step"": 0, ""max_depth"": 9, ""min_child_weight"": 39.7944115934652, ""n_estimators"": 684, ""reg_alpha"": 3.058645228002248e-05, ""reg_lambda"": 0.11204367237252871, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.5675334095396052}",0.2791156119174794,0.0426791508824494,"[0.29907204091992656, 0.2890098385359517, 0.212762228718364, 0.26209764056524565, 0.35228872537849043, 0.25946319738689827]",13.0,42.0,"[2, 24, 1, 1, 8, 42]",75,
33,"{""colsample_bylevel"": 0.8091269421689464, ""colsample_bytree"": 0.6351048181887996, ""gamma"": 0.13543409011370602, ""learning_rate"": 0.015137338421003736, ""max_bin"": 729, ""max_delta_step"": 1, ""max_depth"": 4, ""min_child_weight"": 0.4000060135376732, ""n_estimators"": 1225, ""reg_alpha"": 0.7536334347080961, ""reg_lambda"": 7.689189157570699, ""scale_pos_weight"": 1.0, ""subsample"": 0.5676338470040408}",0.26185356188802117,0.02708519147358071,"[0.2556352727372949, 0.23872732161915344, 0.23805711778921385, 0.27732107150173874, 0.314697616047065, 0.24668297163366143]",79.66666666666667,242.0,"[86, 97, 13, 2, 242, 38]",75,
34,"{""colsample_bylevel"": 0.7089730158577894, ""colsample_bytree"": 0.9821693033361361, ""gamma"": 0.028365292944296, ""learning_rate"": 0.017762071253787808, ""max_bin"": 319, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 11.047326696686982, ""n_estimators"": 1971, ""reg_alpha"": 0.004019079533739869, ""reg_lambda"": 25.041019854949845, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9688407965216042}",0.2552719060982001,0.02517646256361251,"[0.26307248222121327, 0.23891210063668905, 0.2317682492401577, 0.27668195365168696, 0.2952903985286651, 0.22590625231078842]",47.833333333333336,119.0,"[58, 68, 4, 11, 119, 27]",75,
35,"{""colsample_bylevel"": 0.9292063759215059, ""colsample_bytree"": 0.6859467150562601, ""gamma"": 0.5385935163622407, ""learning_rate"": 0.07134090235033295, ""max_bin"": 1000, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 2.0790226805596155, ""n_estimators"": 2303, ""reg_alpha"": 0.00533736131477238, ""reg_lambda"": 0.5418556370262214, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7251407554303735}",0.2761030610599065,0.02941635056146611,"[0.2886715919833132, 0.2480513545902723, 0.2531003978689268, 0.2893587474949589, 0.32886753227094845, 0.24856874215101937]",59.833333333333336,188.0,"[13, 26, 24, 39, 69, 188]",75,
36,"{""colsample_bylevel"": 0.5054188257401492, ""colsample_bytree"": 0.9479600870305951, ""gamma"": 3.760106004074087e-05, ""learning_rate"": 0.011468858364579492, ""max_bin"": 845, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 1.899692754725157, ""n_estimators"": 543, ""reg_alpha"": 0.013775857884996356, ""reg_lambda"": 0.5229972565439126, ""scale_pos_weight"": 1.0, ""subsample"": 0.7991663735556104}",0.2685919270173161,0.034670299936677376,"[0.2749948996694157, 0.25233994398921966, 0.22865843783629894, 0.28248676048427107, 0.33383978172607603, 0.23923173839861533]",48.666666666666664,204.0,"[12, 30, 14, 14, 204, 18]",75,
37,"{""colsample_bylevel"": 0.6063639475121145, ""colsample_bytree"": 0.9704069985849297, ""gamma"": 0.8374711394601249, ""learning_rate"": 0.004831370398988627, ""max_bin"": 820, ""max_delta_step"": 1, ""max_depth"": 3, ""min_child_weight"": 0.07645311368173051, ""n_estimators"": 1033, ""reg_alpha"": 0.012322916610634763, ""reg_lambda"": 61.04148438714035, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8676241677454126}",0.24938201337599766,0.025286249318685325,"[0.23401995883823784, 0.23208601279791727, 0.2330722197616275, 0.2861205167108187, 0.28387552178445, 0.22711785036293466]",21.833333333333332,39.0,"[7, 6, 39, 17, 36, 26]",75,
38,"{""colsample_bylevel"": 0.9843259719870674, ""colsample_bytree"": 0.8284165055962716, ""gamma"": 1.8781681731577138, ""learning_rate"": 0.11434328462162933, ""max_bin"": 357, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 0.08552860862880603, ""n_estimators"": 1617, ""reg_alpha"": 3.710577138560399e-05, ""reg_lambda"": 0.09861909735474152, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8115874377520521}",0.27187815022460476,0.029841440927462687,"[0.31722256366586354, 0.26796466141301245, 0.21605078843814468, 0.2825489678913077, 0.26960952191805054, 0.2778723980212496]",12.166666666666666,34.0,"[15, 4, 34, 4, 5, 11]",75,
39,"{""colsample_bylevel"": 0.9315692609945019, ""colsample_bytree"": 0.9341979827511293, ""gamma"": 0.00030999915135274044, ""learning_rate"": 0.13572871573830023, ""max_bin"": 428, ""max_delta_step"": 5, ""max_depth"": 5, ""min_child_weight"": 0.8026955604772095, ""n_estimators"": 2210, ""reg_alpha"": 2.7544088905379946, ""reg_lambda"": 4.371286682693297, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.6619258694936296}",0.24938039164362635,0.024520264213159212,"[0.21899504088817087, 0.22918578661189104, 0.23769863576102374, 0.2914348307617364, 0.2686263013662213, 0.2503417544727148]",14.5,24.0,"[24, 11, 11, 8, 24, 9]",75,
40,"{""colsample_bylevel"": 0.6651262645095493, ""colsample_bytree"": 0.6889485144685492, ""gamma"": 0.00039669706465456767, ""learning_rate"": 0.01645026440100395, ""max_bin"": 765, ""max_delta_step"": 1, ""max_depth"": 5, ""min_child_weight"": 0.12013702251236286, ""n_estimators"": 1228, ""reg_alpha"": 5.748207845960964, ""reg_lambda"": 19.35014281491044, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8125159442937219}",0.2649445939005853,0.026816611156155967,"[0.2481592663155081, 0.2717438689231447, 0.23740335936145618, 0.2829291021196283, 0.31155267837133277, 0.23787928831244196]",22.666666666666668,52.0,"[17, 6, 52, 11, 16, 34]",75,
